,WeatherAthenryProcessed_wdsp^3,WeatherAthenryProcessed_glorad,WeatherFinnerProcessed_wdsp^3,WeatherFinnerProcessed_glorad
01-01,497.29306845213296,0.005601554404772074,40.95858539950601,0.028763499886920566
01-02,118.4919511810197,0.13070166555203722,187.63459600337538,0.08499851756246303
01-03,8.176968984143034,0.008077331807247606,4.936739644743253,0.006295899617849239
01-04,0.3245150081107449,0.0904982558099535,0.01908934362460393,0.0011713249570901197
01-05,47.3374420791693,0.1055488556080432,412.28084132670153,0.1633981868970115
01-06,53.67593244815284,0.24946450493754044,121.15317149049622,0.015975561322565612
01-07,114.15964156332936,0.053619609596462794,49.232889784661126,0.45599048084770744
01-08,122.88665240927638,0.1934267171332405,44.90379896369262,0.022077534215774706
01-09,17.935065961494395,0.21689132093517155,147.05503277529493,0.038663545579236236
01-10,35.631382592390565,0.06193014709896354,15.85502247940486,0.0840014938448297
01-11,300.8382519507952,0.16040702997012077,19.254051900431612,0.28871029459307623
01-12,34.05346265977659,0.28105911040116327,23.423093317308293,0.0061359029870459506
01-13,33.60642103492167,0.005733917155661598,42.07318968579891,0.19147105850611085
01-14,405.3837847444241,0.4181515542931215,5.709415887304136,0.47574639209915226
01-15,2.8714784169833956,0.0013619107459957838,587.2079536597113,0.018315779875454376
01-16,18.712758160101526,0.00034973670423361686,2.7662481381151363,0.011023840403408355
01-17,95.02828855993978,0.34773189690383605,313.5623124923761,0.03957244580212652
01-18,3.6782597969968647,0.05494464491351272,338.7705232476181,0.010039463100619024
01-19,3.3471748951713387,0.002817149972937529,55.103561714484165,0.6076898090585758
01-20,8.738473001568707,0.15472339188509773,10.4511878553023,0.07504854436184252
01-21,1.3733246946244813,0.24892144260207574,15.923086549172956,0.056204844008681705
01-22,55.271052568399725,0.36475032894946313,4.214680674769244,0.006107173183195975
01-23,0.026466161173390203,0.16997778260367497,229.1140045736078,0.048053827440717074
01-24,1.4562266981095113,0.631295735816794,174.56308445777566,0.000300430755086509
01-25,132.2104071242047,0.07016092316680285,687.7825962391216,0.000544944267232641
01-26,57.28633247490263,0.1153391875230651,629.0484725788452,0.25352453106466444
01-27,9.070248339640887,0.15700487352512366,49.912190698407635,0.0809322686298567
01-28,743.2646019289239,0.1058926603400707,13.478569131271476,0.07234342493962802
01-29,100.14765338482495,0.6979206213665226,181.42630642890106,0.03425629033821476
01-30,38.79499525497394,0.08107228659984375,313.5176896203453,0.013077186890244017
01-31,802.6554833738978,0.035754111989862856,974.8979816759634,0.06163521592649401
02-01,160.74386335166494,0.007420067448558471,2556.036639926108,0.002880196762936014
02-02,55.43278152303765,0.4928221038928744,1343.8806264900402,0.0033681332893233016
02-03,493.7613398692591,0.0061554547045488866,229.1691809910799,0.7321924749511947
02-04,1.4531312253343576,0.09645527901541197,1407.3134958218561,0.017813435432430694
02-05,192.4728747724996,0.009679185634801666,36.45835613973592,0.00021530426593738004
02-06,104.66851680047583,0.026815370975065374,71.66416032790976,0.007309069972665756
02-07,161.1425170801886,0.24146702287891228,148.53752936665109,0.011898452112211447
02-08,178.74771086478813,0.27283712496842843,1465.738924229652,0.0557824030471616
02-09,261.51340586004346,0.007224689022051869,88.07563801467596,0.16761616359924877
02-10,218.58963889588395,0.007924126443116014,21.894388846094426,0.12513961258112316
02-11,18.429392328346236,0.004920544171574163,7.0781870508719,0.2564410748552254
02-12,9.239795976683883,0.0002690823187439669,766.526044606657,0.20334533258563825
02-13,300.5880388363068,0.04373528758444484,1171.0154694409646,0.16206519173324194
02-14,264.693003200071,0.010386385764540467,743.2485584845231,0.017031475974835654
02-15,75.05814623940142,0.0008393908656020494,606.9968096073861,0.031014153399934047
02-16,57.29428331972717,0.10583074555873395,300.58731056090693,0.003842908213517702
02-17,18.45138489784993,0.02082392167805389,222.07345178826213,0.024681867026306717
02-18,27.43420905788196,0.3114880577491252,1484.1890533268224,0.39121572240948377
02-19,250.7211156820442,0.0188324613455945,283.4495725876599,0.23608753098054583
02-20,398.19371269595297,0.19105113631134096,385.06906266486504,0.00779570766158708
02-21,1.9650988975967143,0.024282658181322875,925.6018780688172,0.059204558225857296
02-22,221.83777675795878,0.1654541896958862,38.859441979522416,0.0009481639891883566
02-23,135.80632407603989,0.0735212989460798,12.62013463197308,0.006348464497708867
02-24,475.49516058515684,0.26688825042984415,231.9764933878078,0.10224583934704834
